uniqueid,title,slug,chillka,grammar,gram,def,exe,source,audio,wpcontrol,table,wpid
70316090304,fügküm,fügküm,f,adjetivo,adj,abochornado.,Fügküm aregekey. ‘Hace un calor abochornado.’ [MPZL],,"<audio id=""070316090304"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/070316090304.mp3""></audio><div><a onclick=""document.getElementById('070316090304').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,21587
7031906,füre,füre,f,adjetivo,adj,amargo.,,,"<audio id=""07031906"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/07031906.mp3""></audio><div><a onclick=""document.getElementById('07031906').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,21588
70319060027,füre -,füre -,f,verbo,vi,ser amargo.,Müna fürey mate. ‘Está muy amargo el mate.’ [MPZL],,"<audio id=""070319060027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/070319060027.mp3""></audio><div><a onclick=""document.getElementById('070319060027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">füre<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">füre<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">füre<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">füre<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">füre<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">füre<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">füre<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">füre<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">füre<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">füre<strong>pe egün</strong></td></tr></tbody></table",21589
7.03191E+14,fürene -,fürene -,f,sustantivo,s,hacer un favor.,Fürenen. ‘Me haces el favor. Por favor.’ [MPZL],,"<audio id=""0703190626060027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/0703190626060027.mp3""></audio><div><a onclick=""document.getElementById('0703190626060027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,21590
70319080027,füri -,füri -,f,verbo,vt,esp. freír.,Fürigekey ta poñü. ‘Se fríen las papas.’ [MPZL],,"<audio id=""070319080027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/070319080027.mp3""></audio><div><a onclick=""document.getElementById('070319080027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">füri<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">füri<strong>mi</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">füri<strong></strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">füri<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">füri<strong>mu</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">füri<strong>gu</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">füri<strong>yiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>yiñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">füri<strong>mün</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">füri<strong>gün</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">füri<strong>pe egün</strong></td></tr></tbody></table",21591
70319082406,füriwe,füriwe,f,sustantivo,s,sartén.,,,"<audio id=""070319082406"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/070319082406.mp3""></audio><div><a onclick=""document.getElementById('070319082406').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,21592
7.03191E+20,fürin kuram,fürin_kuram,f,expresiones,exp,huevos fritos.,,,"<audio id=""0703190826320923190104"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/0703190826320923190104.mp3""></audio><div><a onclick=""document.getElementById('0703190826320923190104').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,21593
703190903,fürkü,fürkü,f,adjetivo,adj,"fría, fresca.",Fürkü ruka gey. ‘Es una casa fría.’ [MPZL],,"<audio id=""0703190903"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/0703190903.mp3""></audio><div><a onclick=""document.getElementById('0703190903').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,,21594
7.03191E+14,füroma -,füroma -,f,verbo,vi,"esp. enbromar, perder el tiempo haciendo algo sin importancia.",Eymi rumel füromakeymi. ‘Siempre estás perdiendo el tiempo.’ [MPZL],,"<audio id=""0703191304010027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/0703191304010027.mp3""></audio><div><a onclick=""document.getElementById('0703191304010027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>n</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>ymi</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>lmi</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>y</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>yu</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>ymu</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>lmu</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>ygu</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>iñ</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>ymün</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>lmün</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>ygün</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">füroma<strong>pe egün</strong></td></tr></tbody></table",21595
7.03251E+14,fülkon -,fülkon -,f,verbo,vi,acercarse.,Fülkonpuy ina püle che. ‘Se acercó a la gente.’ [MPZL],,"<audio id=""0703250913260027"" src=""https://azumchefe.cl/wp-content/uploads/2021/06/0703250913260027.mp3""></audio><div><a onclick=""document.getElementById('0703250913260027').play()""><i class=""volume""><img src=""https://azumchefe.cl/wp-content/uploads/2021/06/icon.png""></i></a></div>",20200404,"<table><thead><tr><th class=""has-text-align-left"" data-align=""left"">iney</th><th class=""has-text-align-left"" data-align=""left"">indicativo</th><th class=""has-text-align-left"" data-align=""left"">condicional</th><th class=""has-text-align-left"" data-align=""left"">imperativo</th></tr></thead><tbody><tr><td class=""has-text-align-left"" data-align=""left"">iñche</td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>ün</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>li</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>chi</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymi</td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>imi</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>ülmi</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>ge</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">fey</td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>i</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>le</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>pe</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiw</td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>iyu</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>liyu</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>yu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymu</td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>imu</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>ülmu</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>mu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegu</td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>igu</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>le egu</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>pe egu</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">iñchiñ</td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>iyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>liyiñ</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>iñ</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">eymün</td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>imün</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>ülmün</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>mün</strong></td></tr><tr><td class=""has-text-align-left"" data-align=""left"">feyegün</td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>igün</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>le egün</strong></td><td class=""has-text-align-left"" data-align=""left"">fülkon<strong>pe egün</strong></td></tr></tbody></table",21596
